names,klass,batch
image (1092).JPG,Soybean___healthy,batch_0003
image (4200).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (1894).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (610).JPG,"Pepper,_bell___Bacterial_spot",batch_0003
image (1205).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (1534).JPG,Soybean___healthy,batch_0003
image (384).JPG,Tomato___Late_blight,batch_0003
image (2008).JPG,Tomato___Bacterial_spot,batch_0003
image (921).JPG,"Pepper,_bell___healthy",batch_0003
image (36).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (6).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (607).JPG,Soybean___healthy,batch_0003
image (1332).JPG,Tomato___healthy,batch_0003
image (366).JPG,Cherry___healthy,batch_0003
image (2164).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (134).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (858).JPG,"Pepper,_bell___healthy",batch_0003
image (3766).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1061).JPG,Strawberry___Leaf_scorch,batch_0003
image (701).JPG,"Pepper,_bell___healthy",batch_0003
image (1711).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (309).JPG,Potato___Early_blight,batch_0003
image (881).JPG,Grape___Esca_(Black_Measles),batch_0003
image (508).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (326).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (108).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1261).JPG,"Pepper,_bell___healthy",batch_0003
image (100).JPG,Tomato___healthy,batch_0003
image (460).JPG,Strawberry___Leaf_scorch,batch_0003
image (2250).JPG,Soybean___healthy,batch_0003
image (3909).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (155).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (119).JPG,Apple___Apple_scab,batch_0003
image (454).JPG,Strawberry___Leaf_scorch,batch_0003
image (110).JPG,Corn___Common_rust,batch_0003
image (988).JPG,Squash___Powdery_mildew,batch_0003
image (100).JPG,Cherry___healthy,batch_0003
image (251).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (3122).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (617).JPG,Grape___Black_rot,batch_0003
image (2665).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (1900).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (497).JPG,Tomato___Leaf_Mold,batch_0003
image (892).JPG,Grape___Esca_(Black_Measles),batch_0003
image (440).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (4960).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (386).JPG,Blueberry___healthy,batch_0003
image (699).JPG,Blueberry___healthy,batch_0003
image (4829).JPG,Soybean___healthy,batch_0003
image (330).JPG,Potato___Early_blight,batch_0003
image (758).JPG,Grape___Black_rot,batch_0003
image (1440).JPG,Squash___Powdery_mildew,batch_0003
image (465).JPG,Blueberry___healthy,batch_0003
image (1159).jpg,Corn___healthy,batch_0003
image (4302).JPG,Soybean___healthy,batch_0003
image (1948).JPG,Soybean___healthy,batch_0003
image (472).JPG,Apple___healthy,batch_0003
image (430).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (722).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (105).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0003
image (1032).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (3309).JPG,Soybean___healthy,batch_0003
image (4792).JPG,Soybean___healthy,batch_0003
image (121).JPG,"Pepper,_bell___healthy",batch_0003
image (822).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (1633).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (996).JPG,Potato___Early_blight,batch_0003
image (622).JPG,Corn___Common_rust,batch_0003
image (346).JPG,Peach___Bacterial_spot,batch_0003
image (3325).JPG,Soybean___healthy,batch_0003
image (106).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (1633).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (3780).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (3266).JPG,Soybean___healthy,batch_0003
image (278).JPG,Grape___Black_rot,batch_0003
image (56).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (3006).JPG,Soybean___healthy,batch_0003
image (1094).JPG,Tomato___Bacterial_spot,batch_0003
image (1741).JPG,Tomato___Late_blight,batch_0003
image (1491).JPG,Tomato___healthy,batch_0003
image (1272).JPG,"Pepper,_bell___healthy",batch_0003
image (55).JPG,Potato___Early_blight,batch_0003
image (322).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (48).JPG,Tomato___Late_blight,batch_0003
image (588).JPG,Tomato___healthy,batch_0003
image (319).JPG,Soybean___healthy,batch_0003
image (4190).JPG,Soybean___healthy,batch_0003
image (939).JPG,Grape___Esca_(Black_Measles),batch_0003
image (495).JPG,"Pepper,_bell___healthy",batch_0003
image (2875).JPG,Soybean___healthy,batch_0003
image (1796).JPG,Tomato___Bacterial_spot,batch_0003
image (4234).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (319).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (3614).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1124).jpg,Background_without_leaves,batch_0003
image (179).JPG,Blueberry___healthy,batch_0003
image (1764).jpg,Tomato___Late_blight,batch_0003
image (99).JPG,Apple___Cedar_apple_rust,batch_0003
image (938).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (3608).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (295).JPG,Corn___Common_rust,batch_0003
image (1053).JPG,"Pepper,_bell___healthy",batch_0003
image (584).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (103).JPG,Tomato___Target_Spot,batch_0003
image (660).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (591).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (540).JPG,"Pepper,_bell___Bacterial_spot",batch_0003
image (129).JPG,Cherry___Powdery_mildew,batch_0003
image (1211).JPG,Tomato___Bacterial_spot,batch_0003
image (4419).JPG,Soybean___healthy,batch_0003
image (1123).JPG,Grape___Esca_(Black_Measles),batch_0003
image (4758).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (2327).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1285).JPG,Tomato___Late_blight,batch_0003
image (86).JPG,Tomato___Tomato_mosaic_virus,batch_0003
image (3587).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (2060).JPG,Tomato___Bacterial_spot,batch_0003
image (995).JPG,Tomato___Bacterial_spot,batch_0003
image (835).JPG,"Pepper,_bell___healthy",batch_0003
image (3903).JPG,Soybean___healthy,batch_0003
image (1527).JPG,Tomato___Bacterial_spot,batch_0003
image (851).JPG,Tomato___Leaf_Mold,batch_0003
image (794).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (78).JPG,Apple___Cedar_apple_rust,batch_0003
image (228).JPG,"Pepper,_bell___healthy",batch_0003
image (49).JPG,Strawberry___Leaf_scorch,batch_0003
image (4602).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1924).JPG,Peach___Bacterial_spot,batch_0003
image (1379).JPG,Peach___Bacterial_spot,batch_0003
image (213).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (5467).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1616).JPG,Squash___Powdery_mildew,batch_0003
image (2683).JPG,Soybean___healthy,batch_0003
image (1242).JPG,Tomato___healthy,batch_0003
image (798).JPG,Potato___Early_blight,batch_0003
image (1446).JPG,Squash___Powdery_mildew,batch_0003
image (3954).JPG,Soybean___healthy,batch_0003
image (37).JPG,Strawberry___Leaf_scorch,batch_0003
image (4520).JPG,Soybean___healthy,batch_0003
image (3741).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (719).JPG,Soybean___healthy,batch_0003
image (357).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (4940).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (941).jpg,Corn___healthy,batch_0003
image (341).JPG,Blueberry___healthy,batch_0003
image (970).jpg,Background_without_leaves,batch_0003
image (1019).jpg,Background_without_leaves,batch_0003
image (310).JPG,Squash___Powdery_mildew,batch_0003
image (445).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1461).JPG,Tomato___Late_blight,batch_0003
image (897).JPG,Cherry___Powdery_mildew,batch_0003
image (171).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (442).JPG,"Pepper,_bell___Bacterial_spot",batch_0003
image (140).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (16).JPG,Apple___Cedar_apple_rust,batch_0003
image (596).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (284).JPG,Tomato___Leaf_Mold,batch_0003
image (1233).JPG,Peach___Bacterial_spot,batch_0003
image (1139).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (76).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1396).JPG,"Pepper,_bell___healthy",batch_0003
image (14).JPG,Strawberry___Leaf_scorch,batch_0003
image (590).JPG,Grape___Black_rot,batch_0003
image (3561).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (391).jpg,Corn___healthy,batch_0003
image (581).jpg,Background_without_leaves,batch_0003
image (398).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (321).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (1605).JPG,Tomato___Bacterial_spot,batch_0003
image (953).JPG,Strawberry___Leaf_scorch,batch_0003
image (3102).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (191).JPG,Tomato___healthy,batch_0003
image (2160).JPG,Peach___Bacterial_spot,batch_0003
image (621).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (4799).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (396).JPG,Apple___Black_rot,batch_0003
image (536).JPG,Cherry___Powdery_mildew,batch_0003
image (1491).JPG,Blueberry___healthy,batch_0003
image (129).JPG,Tomato___Target_Spot,batch_0003
image (2176).JPG,Soybean___healthy,batch_0003
image (94).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (523).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (104).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (156).JPG,Potato___Early_blight,batch_0003
image (1551).JPG,Squash___Powdery_mildew,batch_0003
image (740).JPG,Grape___Esca_(Black_Measles),batch_0003
image (136).JPG,Tomato___Late_blight,batch_0003
image (201).JPG,Peach___healthy,batch_0003
image (4833).JPG,Soybean___healthy,batch_0003
image (928).JPG,Grape___Black_rot,batch_0003
image (1570).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (1749).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (977).JPG,Soybean___healthy,batch_0003
image (979).JPG,Corn___Common_rust,batch_0003
image (97).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (1141).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (4447).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (905).JPG,Grape___Esca_(Black_Measles),batch_0003
image (465).JPG,"Pepper,_bell___healthy",batch_0003
image (1303).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (16).jpg,Background_without_leaves,batch_0003
image (675).JPG,"Pepper,_bell___healthy",batch_0003
image (1081).JPG,"Pepper,_bell___healthy",batch_0003
image (1421).JPG,"Pepper,_bell___healthy",batch_0003
image (1016).JPG,Grape___Black_rot,batch_0003
image (2434).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (206).JPG,Soybean___healthy,batch_0003
image (246).JPG,Raspberry___healthy,batch_0003
image (659).JPG,Grape___Esca_(Black_Measles),batch_0003
image (323).JPG,Cherry___healthy,batch_0003
image (1039).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (1903).JPG,Tomato___Bacterial_spot,batch_0003
image (355).JPG,Tomato___Leaf_Mold,batch_0003
image (1322).JPG,Grape___Esca_(Black_Measles),batch_0003
image (938).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (1368).JPG,Tomato___healthy,batch_0003
image (931).JPG,Soybean___healthy,batch_0003
image (3014).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (399).JPG,Soybean___healthy,batch_0003
image (15).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0003
image (1347).JPG,Tomato___Bacterial_spot,batch_0003
image (849).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (1657).JPG,Squash___Powdery_mildew,batch_0003
image (3533).JPG,Soybean___healthy,batch_0003
image (1238).JPG,Grape___Esca_(Black_Measles),batch_0003
image (2055).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (5070).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (232).JPG,Potato___Late_blight,batch_0003
image (274).jpg,Background_without_leaves,batch_0003
image (73).jpg,Corn___healthy,batch_0003
image (825).JPG,"Pepper,_bell___healthy",batch_0003
image (2338).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (338).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (1396).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (2085).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (259).JPG,Tomato___Early_blight,batch_0003
image (1086).JPG,Peach___Bacterial_spot,batch_0003
image (1354).JPG,Tomato___healthy,batch_0003
image (273).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (4591).JPG,Soybean___healthy,batch_0003
image (483).JPG,Apple___Black_rot,batch_0003
image (598).JPG,Tomato___Early_blight,batch_0003
image (277).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (871).JPG,Tomato___Leaf_Mold,batch_0003
image (211).JPG,Tomato___healthy,batch_0003
image (583).jpg,Corn___healthy,batch_0003
image (4025).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (520).JPG,"Pepper,_bell___healthy",batch_0003
image (1000).JPG,Soybean___healthy,batch_0003
image (484).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (353).JPG,Strawberry___healthy,batch_0003
image (348).jpg,Background_without_leaves,batch_0003
image (602).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (811).JPG,Corn___Common_rust,batch_0003
image (347).JPG,Strawberry___healthy,batch_0003
image (630).jpg,Corn___healthy,batch_0003
image (4003).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (84).JPG,Potato___Early_blight,batch_0003
image (849).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (75).JPG,Tomato___Early_blight,batch_0003
image (1589).JPG,Peach___Bacterial_spot,batch_0003
image (4638).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (806).JPG,Tomato___Late_blight,batch_0003
image (648).JPG,Potato___Early_blight,batch_0003
image (171).JPG,Raspberry___healthy,batch_0003
image (169).JPG,Tomato___Early_blight,batch_0003
image (1022).JPG,Tomato___healthy,batch_0003
image (565).JPG,Tomato___Early_blight,batch_0003
image (348).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (2002).JPG,Soybean___healthy,batch_0003
image (629).JPG,Tomato___Late_blight,batch_0003
image (1436).JPG,"Pepper,_bell___healthy",batch_0003
image (656).JPG,Tomato___Leaf_Mold,batch_0003
image (3147).JPG,Soybean___healthy,batch_0003
image (1363).JPG,Soybean___healthy,batch_0003
image (3379).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1238).JPG,Soybean___healthy,batch_0003
image (876).JPG,Potato___Early_blight,batch_0003
image (2253).JPG,Soybean___healthy,batch_0003
image (1030).jpg,Background_without_leaves,batch_0003
image (484).JPG,Apple___healthy,batch_0003
image (1238).JPG,Tomato___Bacterial_spot,batch_0003
image (265).JPG,Potato___Late_blight,batch_0003
image (358).JPG,Peach___Bacterial_spot,batch_0003
image (1230).JPG,Apple___healthy,batch_0003
image (3156).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (495).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (4889).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (249).JPG,Potato___Early_blight,batch_0003
image (2919).JPG,Soybean___healthy,batch_0003
image (279).JPG,Strawberry___healthy,batch_0003
image (1372).JPG,Blueberry___healthy,batch_0003
image (928).JPG,Peach___Bacterial_spot,batch_0003
image (62).JPG,Squash___Powdery_mildew,batch_0003
image (763).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1861).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (392).JPG,Grape___healthy,batch_0003
image (256).JPG,Apple___Cedar_apple_rust,batch_0003
image (477).JPG,"Pepper,_bell___healthy",batch_0003
image (2286).JPG,Soybean___healthy,batch_0003
image (51).JPG,Apple___Cedar_apple_rust,batch_0003
image (3662).JPG,Soybean___healthy,batch_0003
image (822).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (616).JPG,Grape___Black_rot,batch_0003
image (111).JPG,Tomato___Tomato_mosaic_virus,batch_0003
image (1101).JPG,Apple___healthy,batch_0003
image (185).JPG,Grape___Black_rot,batch_0003
image (96).JPG,Apple___Cedar_apple_rust,batch_0003
image (2356).JPG,Soybean___healthy,batch_0003
image (817).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (130).JPG,Corn___Common_rust,batch_0003
image (897).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (775).jpg,Corn___healthy,batch_0003
image (393).JPG,Cherry___healthy,batch_0003
image (552).JPG,Grape___Black_rot,batch_0003
image (242).JPG,Tomato___Target_Spot,batch_0003
image (5322).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (735).JPG,Grape___Black_rot,batch_0003
image (601).JPG,Apple___Black_rot,batch_0003
image (102).JPG,Tomato___Late_blight,batch_0003
image (360).JPG,Cherry___Powdery_mildew,batch_0003
image (1644).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (64).JPG,Apple___Cedar_apple_rust,batch_0003
image (321).JPG,Peach___healthy,batch_0003
image (950).JPG,Potato___Late_blight,batch_0003
image (1043).jpg,Background_without_leaves,batch_0003
image (127).JPG,Tomato___Early_blight,batch_0003
image (1216).JPG,Tomato___Late_blight,batch_0003
image (822).JPG,Tomato___Leaf_Mold,batch_0003
image (885).JPG,Tomato___Late_blight,batch_0003
image (626).JPG,Grape___Esca_(Black_Measles),batch_0003
image (535).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (22).JPG,Tomato___Leaf_Mold,batch_0003
image (3101).JPG,Soybean___healthy,batch_0003
image (268).JPG,Potato___Early_blight,batch_0003
image (66).JPG,Corn___Common_rust,batch_0003
image (1027).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (3927).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (2944).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (1505).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (402).JPG,Peach___Bacterial_spot,batch_0003
image (157).JPG,Raspberry___healthy,batch_0003
image (963).JPG,Tomato___Early_blight,batch_0003
image (3).JPG,Apple___Apple_scab,batch_0003
image (155).jpg,Corn___healthy,batch_0003
image (1601).JPG,Soybean___healthy,batch_0003
image (2165).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (1280).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (2636).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (1434).JPG,"Pepper,_bell___healthy",batch_0003
image (342).JPG,Strawberry___healthy,batch_0003
image (1105).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (536).JPG,Tomato___healthy,batch_0003
image (529).JPG,Squash___Powdery_mildew,batch_0003
image (469).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0003
image (1804).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (158).JPG,Tomato___Leaf_Mold,batch_0003
image (587).JPG,Tomato___Leaf_Mold,batch_0003
image (440).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (4085).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (680).JPG,Cherry___Powdery_mildew,batch_0003
image (329).JPG,Tomato___Leaf_Mold,batch_0003
image (515).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (1023).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (316).JPG,Squash___Powdery_mildew,batch_0003
image (745).JPG,Cherry___healthy,batch_0003
image (4656).JPG,Soybean___healthy,batch_0003
image (941).JPG,Potato___Late_blight,batch_0003
image (854).JPG,Blueberry___healthy,batch_0003
image (882).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (155).JPG,Tomato___Target_Spot,batch_0003
image (1586).JPG,Tomato___healthy,batch_0003
image (1183).JPG,Tomato___Target_Spot,batch_0003
image (1054).JPG,Tomato___Late_blight,batch_0003
image (1579).JPG,Tomato___Late_blight,batch_0003
image (1054).JPG,Soybean___healthy,batch_0003
image (2277).JPG,Peach___Bacterial_spot,batch_0003
image (128).JPG,Apple___Cedar_apple_rust,batch_0003
image (3975).JPG,Soybean___healthy,batch_0003
image (65).JPG,Apple___healthy,batch_0003
image (1075).JPG,Tomato___healthy,batch_0003
image (1968).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (3263).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (366).JPG,Strawberry___Leaf_scorch,batch_0003
image (144).JPG,Tomato___Leaf_Mold,batch_0003
image (1325).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (3245).JPG,Soybean___healthy,batch_0003
image (274).JPG,Apple___Cedar_apple_rust,batch_0003
image (1432).JPG,Blueberry___healthy,batch_0003
image (761).JPG,Apple___healthy,batch_0003
image (491).JPG,Strawberry___Leaf_scorch,batch_0003
image (575).JPG,Tomato___Leaf_Mold,batch_0003
image (466).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (53).JPG,Raspberry___healthy,batch_0003
image (2804).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (1278).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (849).JPG,"Pepper,_bell___healthy",batch_0003
image (585).JPG,Cherry___Powdery_mildew,batch_0003
image (249).JPG,Raspberry___healthy,batch_0003
image (2051).JPG,Peach___Bacterial_spot,batch_0003
image (1207).JPG,Grape___Esca_(Black_Measles),batch_0003
image (751).JPG,Cherry___healthy,batch_0003
image (455).JPG,Apple___Black_rot,batch_0003
image (190).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (412).JPG,Tomato___Early_blight,batch_0003
image (46).JPG,"Pepper,_bell___healthy",batch_0003
image (66).JPG,Grape___Esca_(Black_Measles),batch_0003
image (116).JPG,"Pepper,_bell___healthy",batch_0003
image (50).JPG,Strawberry___healthy,batch_0003
image (165).JPG,Tomato___Leaf_Mold,batch_0003
image (5079).JPG,Soybean___healthy,batch_0003
image (501).JPG,Cherry___healthy,batch_0003
image (1017).JPG,"Pepper,_bell___healthy",batch_0003
image (130).JPG,Tomato___Leaf_Mold,batch_0003
image (511).JPG,Tomato___Leaf_Mold,batch_0003
image (661).JPG,"Pepper,_bell___healthy",batch_0003
image (387).JPG,Blueberry___healthy,batch_0003
image (135).JPG,Apple___Apple_scab,batch_0003
image (675).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (3389).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (339).JPG,Tomato___Target_Spot,batch_0003
image (353).JPG,Apple___Apple_scab,batch_0003
image (1068).JPG,Grape___Black_rot,batch_0003
image (616).jpg,Background_without_leaves,batch_0003
image (533).JPG,Squash___Powdery_mildew,batch_0003
image (2230).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (1009).JPG,Cherry___Powdery_mildew,batch_0003
image (318).JPG,Apple___Apple_scab,batch_0003
image (258).JPG,Peach___healthy,batch_0003
image (1588).JPG,Peach___Bacterial_spot,batch_0003
image (448).JPG,Tomato___Bacterial_spot,batch_0003
image (891).JPG,Grape___Esca_(Black_Measles),batch_0003
image (248).JPG,Tomato___Bacterial_spot,batch_0003
image (963).JPG,Soybean___healthy,batch_0003
image (273).JPG,Apple___Black_rot,batch_0003
image (1128).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (1073).JPG,Tomato___Target_Spot,batch_0003
image (1149).JPG,Tomato___Target_Spot,batch_0003
image (1408).JPG,Tomato___Bacterial_spot,batch_0003
image (701).JPG,Soybean___healthy,batch_0003
image (1376).JPG,Grape___Esca_(Black_Measles),batch_0003
image (1270).JPG,Tomato___Bacterial_spot,batch_0003
image (4292).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (639).JPG,Tomato___Late_blight,batch_0003
image (858).JPG,Strawberry___Leaf_scorch,batch_0003
image (658).JPG,Tomato___Spider_mites Two-spotted_spider_mite,batch_0003
image (635).JPG,Corn___Northern_Leaf_Blight,batch_0003
image (909).JPG,"Pepper,_bell___Bacterial_spot",batch_0003
image (113).JPG,Grape___healthy,batch_0003
image (1238).JPG,Orange___Haunglongbing_(Citrus_greening),batch_0003
image (31).JPG,Grape___healthy,batch_0003
image (426).JPG,Apple___Black_rot,batch_0003
image (674).JPG,Soybean___healthy,batch_0003
image (472).JPG,Cherry___healthy,batch_0003
image (1749).JPG,Squash___Powdery_mildew,batch_0003
image (4797).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (260).JPG,Cherry___Powdery_mildew,batch_0003
image (294).JPG,Corn___Cercospora_leaf_spot Gray_leaf_spot,batch_0003
image (1318).JPG,Peach___Bacterial_spot,batch_0003
image (437).JPG,Cherry___Powdery_mildew,batch_0003
image (119).JPG,Cherry___healthy,batch_0003
image (236).JPG,Raspberry___healthy,batch_0003
image (286).JPG,Potato___Late_blight,batch_0003
image (322).JPG,Grape___Black_rot,batch_0003
image (5012).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (216).JPG,Potato___Late_blight,batch_0003
image (2177).JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,batch_0003
image (375).JPG,Squash___Powdery_mildew,batch_0003
image (55).JPG,Cherry___Powdery_mildew,batch_0003
image (153).JPG,Corn___Common_rust,batch_0003
image (1142).JPG,Squash___Powdery_mildew,batch_0003
image (286).JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),batch_0003
image (1600).JPG,Apple___healthy,batch_0003
image (1001).JPG,Tomato___Septoria_leaf_spot,batch_0003
image (2505).JPG,Soybean___healthy,batch_0003
