,image_path,pred,label,identifier
3458,Potato___Early_blight/image (406).JPG,21,21,regular
3459,Potato___Early_blight/image (406)_marked.JPG,31,21,seg_wb
3460,Potato___Early_blight/image (407).JPG,31,21,regular
3461,Potato___Early_blight/image (407)_marked.JPG,21,21,seg_wb
3462,Potato___Early_blight/image (408).JPG,21,21,regular
3463,Potato___Early_blight/image (408)_marked.JPG,30,21,seg_wb
3464,Potato___Early_blight/image (410).JPG,21,21,regular
3465,Potato___Early_blight/image (410)_marked.JPG,31,21,seg_wb
3466,Potato___Early_blight/image (420).JPG,13,21,regular
3467,Potato___Early_blight/image (420)_marked.JPG,21,21,seg_wb
3468,Potato___Early_blight/image (43).JPG,21,21,regular
3469,Potato___Early_blight/image (43)_marked.JPG,31,21,seg_wb
3470,Potato___Early_blight/image (448).JPG,21,21,regular
3471,Potato___Early_blight/image (448)_marked.JPG,27,21,seg_wb
3472,Potato___Early_blight/image (463).JPG,21,21,regular
3473,Potato___Early_blight/image (463)_marked.JPG,33,21,seg_wb
3474,Potato___Early_blight/image (475).JPG,21,21,regular
3475,Potato___Early_blight/image (475)_marked.JPG,31,21,seg_wb
3476,Potato___Early_blight/image (493).JPG,21,21,regular
3477,Potato___Early_blight/image (493)_marked.JPG,22,21,seg_wb
3478,Potato___Early_blight/image (51).JPG,21,21,regular
3479,Potato___Early_blight/image (51)_marked.JPG,4,21,seg_wb
3480,Potato___Early_blight/image (527).JPG,21,21,regular
3481,Potato___Early_blight/image (527)_marked.JPG,22,21,seg_wb
3482,Potato___Early_blight/image (572).JPG,17,21,regular
3483,Potato___Early_blight/image (572)_marked.JPG,21,21,seg_wb
3484,Potato___Early_blight/image (590).JPG,38,21,regular
3485,Potato___Early_blight/image (590)_marked.JPG,21,21,seg_wb
3486,Potato___Early_blight/image (660).JPG,31,21,regular
3487,Potato___Early_blight/image (660)_marked.JPG,21,21,seg_wb
3488,Potato___Early_blight/image (687).JPG,21,21,regular
3489,Potato___Early_blight/image (687)_marked.JPG,27,21,seg_wb
3490,Potato___Early_blight/image (69).JPG,21,21,regular
3491,Potato___Early_blight/image (69)_marked.JPG,27,21,seg_wb
3492,Potato___Early_blight/image (716).JPG,17,21,regular
3493,Potato___Early_blight/image (716)_marked.JPG,4,21,seg_wb
3494,Potato___Early_blight/image (737).JPG,21,21,regular
3495,Potato___Early_blight/image (737)_marked.JPG,27,21,seg_wb
3496,Potato___Early_blight/image (753).JPG,21,21,regular
3497,Potato___Early_blight/image (753)_marked.JPG,31,21,seg_wb
3498,Potato___Early_blight/image (791).JPG,22,21,regular
3499,Potato___Early_blight/image (791)_marked.JPG,21,21,seg_wb
3500,Potato___Early_blight/image (800).JPG,22,21,regular
3501,Potato___Early_blight/image (800)_marked.JPG,21,21,seg_wb
3502,Potato___Early_blight/image (81).JPG,21,21,regular
3503,Potato___Early_blight/image (81)_marked.JPG,17,21,seg_wb
3504,Potato___Early_blight/image (814).JPG,21,21,regular
3505,Potato___Early_blight/image (814)_marked.JPG,14,21,seg_wb
3506,Potato___Early_blight/image (846).JPG,21,21,regular
3507,Potato___Early_blight/image (846)_marked.JPG,27,21,seg_wb
3508,Potato___Early_blight/image (857).JPG,21,21,regular
3509,Potato___Early_blight/image (857)_marked.JPG,27,21,seg_wb
3510,Potato___Early_blight/image (876).JPG,33,21,regular
3511,Potato___Early_blight/image (876)_marked.JPG,21,21,seg_wb
3512,Potato___Early_blight/image (899).JPG,31,21,regular
3513,Potato___Early_blight/image (899)_marked.JPG,21,21,seg_wb
3514,Potato___Early_blight/image (959).JPG,21,21,regular
3515,Potato___Early_blight/image (959)_marked.JPG,31,21,seg_wb
3516,Potato___Early_blight/image (964).JPG,21,21,regular
3517,Potato___Early_blight/image (964)_marked.JPG,27,21,seg_wb
3518,Potato___Early_blight/image (972).JPG,21,21,regular
3519,Potato___Early_blight/image (972)_marked.JPG,22,21,seg_wb
3520,Potato___Late_blight/image (115).JPG,22,22,regular
3521,Potato___Late_blight/image (115)_marked.JPG,31,22,seg_wb
3522,Potato___Late_blight/image (120).JPG,31,22,regular
3523,Potato___Late_blight/image (120)_marked.JPG,22,22,seg_wb
3524,Potato___Late_blight/image (124).JPG,22,22,regular
3525,Potato___Late_blight/image (124)_marked.JPG,31,22,seg_wb
3526,Potato___Late_blight/image (138).JPG,22,22,regular
3527,Potato___Late_blight/image (138)_marked.JPG,31,22,seg_wb
3528,Potato___Late_blight/image (151).JPG,23,22,regular
3529,Potato___Late_blight/image (151)_marked.JPG,3,22,seg_wb
3530,Potato___Late_blight/image (159).JPG,31,22,regular
3531,Potato___Late_blight/image (159)_marked.JPG,30,22,seg_wb
3532,Potato___Late_blight/image (16).JPG,22,22,regular
3533,Potato___Late_blight/image (16)_marked.JPG,38,22,seg_wb
3534,Potato___Late_blight/image (165).JPG,31,22,regular
3535,Potato___Late_blight/image (165)_marked.JPG,22,22,seg_wb
3536,Potato___Late_blight/image (187).JPG,22,22,regular
3537,Potato___Late_blight/image (187)_marked.JPG,31,22,seg_wb
3538,Potato___Late_blight/image (196).JPG,22,22,regular
3539,Potato___Late_blight/image (196)_marked.JPG,4,22,seg_wb
3540,Potato___Late_blight/image (199).JPG,22,22,regular
3541,Potato___Late_blight/image (199)_marked.JPG,21,22,seg_wb
3542,Potato___Late_blight/image (204).JPG,36,22,regular
3543,Potato___Late_blight/image (204)_marked.JPG,22,22,seg_wb
3544,Potato___Late_blight/image (209).JPG,22,22,regular
3545,Potato___Late_blight/image (209)_marked.JPG,21,22,seg_wb
3546,Potato___Late_blight/image (229).JPG,23,22,regular
3547,Potato___Late_blight/image (229)_marked.JPG,22,22,seg_wb
3548,Potato___Late_blight/image (237).JPG,32,22,regular
3549,Potato___Late_blight/image (237)_marked.JPG,22,22,seg_wb
3550,Potato___Late_blight/image (238).JPG,22,22,regular
3551,Potato___Late_blight/image (238)_marked.JPG,31,22,seg_wb
3552,Potato___Late_blight/image (248).JPG,25,22,regular
3553,Potato___Late_blight/image (248)_marked.JPG,22,22,seg_wb
3554,Potato___Late_blight/image (256).JPG,22,22,regular
3555,Potato___Late_blight/image (256)_marked.JPG,23,22,seg_wb
3556,Potato___Late_blight/image (258).JPG,22,22,regular
3557,Potato___Late_blight/image (258)_marked.JPG,31,22,seg_wb
3558,Potato___Late_blight/image (267).JPG,22,22,regular
3559,Potato___Late_blight/image (267)_marked.JPG,23,22,seg_wb
3560,Potato___Late_blight/image (29).JPG,22,22,regular
3561,Potato___Late_blight/image (29)_marked.JPG,14,22,seg_wb
3562,Potato___Late_blight/image (297).JPG,31,22,regular
3563,Potato___Late_blight/image (297)_marked.JPG,22,22,seg_wb
3564,Potato___Late_blight/image (3).JPG,31,22,regular
3565,Potato___Late_blight/image (3)_marked.JPG,22,22,seg_wb
3566,Potato___Late_blight/image (324).JPG,22,22,regular
3567,Potato___Late_blight/image (324)_marked.JPG,31,22,seg_wb
3568,Potato___Late_blight/image (329).JPG,31,22,regular
3569,Potato___Late_blight/image (329)_marked.JPG,22,22,seg_wb
3570,Potato___Late_blight/image (330).JPG,31,22,regular
3571,Potato___Late_blight/image (330)_marked.JPG,22,22,seg_wb
3572,Potato___Late_blight/image (333).JPG,31,22,regular
3573,Potato___Late_blight/image (333)_marked.JPG,22,22,seg_wb
3574,Potato___Late_blight/image (334).JPG,23,22,regular
3575,Potato___Late_blight/image (334)_marked.JPG,22,22,seg_wb
3576,Potato___Late_blight/image (337).JPG,22,22,regular
3577,Potato___Late_blight/image (337)_marked.JPG,31,22,seg_wb
3578,Potato___Late_blight/image (339).JPG,22,22,regular
3579,Potato___Late_blight/image (339)_marked.JPG,23,22,seg_wb
3580,Potato___Late_blight/image (34).JPG,22,22,regular
3581,Potato___Late_blight/image (34)_marked.JPG,3,22,seg_wb
3582,Potato___Late_blight/image (344).JPG,22,22,regular
3583,Potato___Late_blight/image (344)_marked.JPG,31,22,seg_wb
3584,Potato___Late_blight/image (345).JPG,22,22,regular
3585,Potato___Late_blight/image (345)_marked.JPG,14,22,seg_wb
3586,Potato___Late_blight/image (364).JPG,22,22,regular
3587,Potato___Late_blight/image (364)_marked.JPG,31,22,seg_wb
3588,Potato___Late_blight/image (366).JPG,31,22,regular
3589,Potato___Late_blight/image (366)_marked.JPG,4,22,seg_wb
3590,Potato___Late_blight/image (37).JPG,32,22,regular
3591,Potato___Late_blight/image (37)_marked.JPG,31,22,seg_wb
3592,Potato___Late_blight/image (370).JPG,22,22,regular
3593,Potato___Late_blight/image (370)_marked.JPG,23,22,seg_wb
3594,Potato___Late_blight/image (371).JPG,22,22,regular
3595,Potato___Late_blight/image (371)_marked.JPG,31,22,seg_wb
3596,Potato___Late_blight/image (375).JPG,22,22,regular
3597,Potato___Late_blight/image (375)_marked.JPG,4,22,seg_wb
3598,Potato___Late_blight/image (377).JPG,31,22,regular
3599,Potato___Late_blight/image (377)_marked.JPG,9,22,seg_wb
3600,Potato___Late_blight/image (384).JPG,31,22,regular
3601,Potato___Late_blight/image (384)_marked.JPG,4,22,seg_wb
3602,Potato___Late_blight/image (389).JPG,22,22,regular
3603,Potato___Late_blight/image (389)_marked.JPG,23,22,seg_wb
3604,Potato___Late_blight/image (39).JPG,22,22,regular
3605,Potato___Late_blight/image (39)_marked.JPG,23,22,seg_wb
3606,Potato___Late_blight/image (391).JPG,22,22,regular
3607,Potato___Late_blight/image (391)_marked.JPG,4,22,seg_wb
3608,Potato___Late_blight/image (392).JPG,31,22,regular
3609,Potato___Late_blight/image (392)_marked.JPG,22,22,seg_wb
3610,Potato___Late_blight/image (398).JPG,22,22,regular
3611,Potato___Late_blight/image (398)_marked.JPG,21,22,seg_wb
3612,Potato___Late_blight/image (399).JPG,22,22,regular
3613,Potato___Late_blight/image (399)_marked.JPG,31,22,seg_wb
3614,Potato___Late_blight/image (402).JPG,22,22,regular
3615,Potato___Late_blight/image (402)_marked.JPG,27,22,seg_wb
3616,Potato___Late_blight/image (403).JPG,31,22,regular
3617,Potato___Late_blight/image (403)_marked.JPG,22,22,seg_wb
3618,Potato___Late_blight/image (409).JPG,31,22,regular
3619,Potato___Late_blight/image (409)_marked.JPG,22,22,seg_wb
3620,Potato___Late_blight/image (414).JPG,22,22,regular
3621,Potato___Late_blight/image (414)_marked.JPG,5,22,seg_wb
3622,Potato___Late_blight/image (419).JPG,33,22,regular
3623,Potato___Late_blight/image (419)_marked.JPG,22,22,seg_wb
3624,Potato___Late_blight/image (425).JPG,35,22,regular
3625,Potato___Late_blight/image (425)_marked.JPG,22,22,seg_wb
3626,Potato___Late_blight/image (426).JPG,22,22,regular
3627,Potato___Late_blight/image (426)_marked.JPG,34,22,seg_wb
3628,Potato___Late_blight/image (431).JPG,31,22,regular
3629,Potato___Late_blight/image (431)_marked.JPG,22,22,seg_wb
3630,Potato___Late_blight/image (44).JPG,31,22,regular
3631,Potato___Late_blight/image (44)_marked.JPG,22,22,seg_wb
3632,Potato___Late_blight/image (440).JPG,22,22,regular
3633,Potato___Late_blight/image (440)_marked.JPG,31,22,seg_wb
3634,Potato___Late_blight/image (442).JPG,34,22,regular
3635,Potato___Late_blight/image (442)_marked.JPG,22,22,seg_wb
3636,Potato___Late_blight/image (445).JPG,16,22,regular
3637,Potato___Late_blight/image (445)_marked.JPG,22,22,seg_wb
3638,Potato___Late_blight/image (460).JPG,31,22,regular
3639,Potato___Late_blight/image (460)_marked.JPG,22,22,seg_wb
3640,Potato___Late_blight/image (463).JPG,35,22,regular
3641,Potato___Late_blight/image (463)_marked.JPG,22,22,seg_wb
3642,Potato___Late_blight/image (465).JPG,22,22,regular
3643,Potato___Late_blight/image (465)_marked.JPG,36,22,seg_wb
3644,Potato___Late_blight/image (466).JPG,22,22,regular
3645,Potato___Late_blight/image (466)_marked.JPG,31,22,seg_wb
3646,Potato___Late_blight/image (482).JPG,22,22,regular
3647,Potato___Late_blight/image (482)_marked.JPG,23,22,seg_wb
3648,Potato___Late_blight/image (490).JPG,35,22,regular
3649,Potato___Late_blight/image (490)_marked.JPG,23,22,seg_wb
3650,Potato___Late_blight/image (497).JPG,22,22,regular
3651,Potato___Late_blight/image (497)_marked.JPG,24,22,seg_wb
3652,Potato___Late_blight/image (498).JPG,22,22,regular
3653,Potato___Late_blight/image (498)_marked.JPG,0,22,seg_wb
3654,Potato___Late_blight/image (506).JPG,22,22,regular
3655,Potato___Late_blight/image (506)_marked.JPG,31,22,seg_wb
3656,Potato___Late_blight/image (508).JPG,31,22,regular
3657,Potato___Late_blight/image (508)_marked.JPG,23,22,seg_wb
3658,Potato___Late_blight/image (511).JPG,22,22,regular
3659,Potato___Late_blight/image (511)_marked.JPG,23,22,seg_wb
3660,Potato___Late_blight/image (524).JPG,31,22,regular
3661,Potato___Late_blight/image (524)_marked.JPG,22,22,seg_wb
3662,Potato___Late_blight/image (539).JPG,22,22,regular
3663,Potato___Late_blight/image (539)_marked.JPG,31,22,seg_wb
3664,Potato___Late_blight/image (541).JPG,22,22,regular
3665,Potato___Late_blight/image (541)_marked.JPG,4,22,seg_wb
3666,Potato___Late_blight/image (543).JPG,22,22,regular
3667,Potato___Late_blight/image (543)_marked.JPG,4,22,seg_wb
3668,Potato___Late_blight/image (544).JPG,22,22,regular
3669,Potato___Late_blight/image (544)_marked.JPG,31,22,seg_wb
3670,Potato___Late_blight/image (548).JPG,31,22,regular
3671,Potato___Late_blight/image (548)_marked.JPG,22,22,seg_wb
3672,Potato___Late_blight/image (556).JPG,22,22,regular
3673,Potato___Late_blight/image (556)_marked.JPG,31,22,seg_wb
3674,Potato___Late_blight/image (567).JPG,18,22,regular
3675,Potato___Late_blight/image (567)_marked.JPG,22,22,seg_wb
3676,Potato___Late_blight/image (568).JPG,22,22,regular
3677,Potato___Late_blight/image (568)_marked.JPG,14,22,seg_wb
3678,Potato___Late_blight/image (571).JPG,25,22,regular
3679,Potato___Late_blight/image (571)_marked.JPG,22,22,seg_wb
3680,Potato___Late_blight/image (577).JPG,31,22,regular
3681,Potato___Late_blight/image (577)_marked.JPG,4,22,seg_wb
3682,Potato___Late_blight/image (579).JPG,22,22,regular
3683,Potato___Late_blight/image (579)_marked.JPG,31,22,seg_wb
3684,Potato___Late_blight/image (586).JPG,22,22,regular
3685,Potato___Late_blight/image (586)_marked.JPG,31,22,seg_wb
3686,Potato___Late_blight/image (590).JPG,22,22,regular
3687,Potato___Late_blight/image (590)_marked.JPG,31,22,seg_wb
3688,Potato___Late_blight/image (618).JPG,34,22,regular
3689,Potato___Late_blight/image (618)_marked.JPG,22,22,seg_wb
3690,Potato___Late_blight/image (619).JPG,22,22,regular
3691,Potato___Late_blight/image (619)_marked.JPG,21,22,seg_wb
3692,Potato___Late_blight/image (621).JPG,25,22,regular
3693,Potato___Late_blight/image (621)_marked.JPG,22,22,seg_wb
3694,Potato___Late_blight/image (631).JPG,31,22,regular
3695,Potato___Late_blight/image (631)_marked.JPG,22,22,seg_wb
3696,Potato___Late_blight/image (643).JPG,31,22,regular
3697,Potato___Late_blight/image (643)_marked.JPG,22,22,seg_wb
3698,Potato___Late_blight/image (649).JPG,22,22,regular
3699,Potato___Late_blight/image (649)_marked.JPG,4,22,seg_wb
3700,Potato___Late_blight/image (653).JPG,31,22,regular
3701,Potato___Late_blight/image (653)_marked.JPG,22,22,seg_wb
3702,Potato___Late_blight/image (662).JPG,22,22,regular
3703,Potato___Late_blight/image (662)_marked.JPG,31,22,seg_wb
3704,Potato___Late_blight/image (663).JPG,22,22,regular
3705,Potato___Late_blight/image (663)_marked.JPG,31,22,seg_wb
3706,Potato___Late_blight/image (664).JPG,22,22,regular
3707,Potato___Late_blight/image (664)_marked.JPG,23,22,seg_wb
3708,Potato___Late_blight/image (671).JPG,22,22,regular
3709,Potato___Late_blight/image (671)_marked.JPG,31,22,seg_wb
3710,Potato___Late_blight/image (674).JPG,22,22,regular
3711,Potato___Late_blight/image (674)_marked.JPG,27,22,seg_wb
3712,Potato___Late_blight/image (693).JPG,31,22,regular
3713,Potato___Late_blight/image (693)_marked.JPG,22,22,seg_wb
3714,Potato___Late_blight/image (698).JPG,31,22,regular
3715,Potato___Late_blight/image (698)_marked.JPG,22,22,seg_wb
3716,Potato___Late_blight/image (699).JPG,22,22,regular
3717,Potato___Late_blight/image (699)_marked.JPG,21,22,seg_wb
3718,Potato___Late_blight/image (70).JPG,22,22,regular
3719,Potato___Late_blight/image (70)_marked.JPG,38,22,seg_wb
3720,Potato___Late_blight/image (703).JPG,22,22,regular
3721,Potato___Late_blight/image (703)_marked.JPG,21,22,seg_wb
3722,Potato___Late_blight/image (704).JPG,22,22,regular
3723,Potato___Late_blight/image (704)_marked.JPG,23,22,seg_wb
3724,Potato___Late_blight/image (714).JPG,22,22,regular
3725,Potato___Late_blight/image (714)_marked.JPG,31,22,seg_wb
3726,Potato___Late_blight/image (717).JPG,22,22,regular
3727,Potato___Late_blight/image (717)_marked.JPG,23,22,seg_wb
3728,Potato___Late_blight/image (729).JPG,22,22,regular
3729,Potato___Late_blight/image (729)_marked.JPG,31,22,seg_wb
3730,Potato___Late_blight/image (731).JPG,22,22,regular
3731,Potato___Late_blight/image (731)_marked.JPG,23,22,seg_wb
3732,Potato___Late_blight/image (735).JPG,22,22,regular
3733,Potato___Late_blight/image (735)_marked.JPG,31,22,seg_wb
3734,Potato___Late_blight/image (757).JPG,22,22,regular
3735,Potato___Late_blight/image (757)_marked.JPG,31,22,seg_wb
3736,Potato___Late_blight/image (768).JPG,22,22,regular
3737,Potato___Late_blight/image (768)_marked.JPG,31,22,seg_wb
3738,Potato___Late_blight/image (772).JPG,31,22,regular
3739,Potato___Late_blight/image (772)_marked.JPG,22,22,seg_wb
3740,Potato___Late_blight/image (773).JPG,22,22,regular
3741,Potato___Late_blight/image (773)_marked.JPG,34,22,seg_wb
3742,Potato___Late_blight/image (783).JPG,22,22,regular
3743,Potato___Late_blight/image (783)_marked.JPG,31,22,seg_wb
3744,Potato___Late_blight/image (79).JPG,31,22,regular
3745,Potato___Late_blight/image (79)_marked.JPG,22,22,seg_wb
3746,Potato___Late_blight/image (791).JPG,22,22,regular
3747,Potato___Late_blight/image (791)_marked.JPG,4,22,seg_wb
3748,Potato___Late_blight/image (792).JPG,23,22,regular
3749,Potato___Late_blight/image (792)_marked.JPG,22,22,seg_wb
3750,Potato___Late_blight/image (797).JPG,22,22,regular
3751,Potato___Late_blight/image (797)_marked.JPG,4,22,seg_wb
3752,Potato___Late_blight/image (8).JPG,29,22,regular
3753,Potato___Late_blight/image (8)_marked.JPG,23,22,seg_wb
3754,Potato___Late_blight/image (80).JPG,22,22,regular
3755,Potato___Late_blight/image (80)_marked.JPG,30,22,seg_wb
3756,Potato___Late_blight/image (801).JPG,23,22,regular
3757,Potato___Late_blight/image (801)_marked.JPG,22,22,seg_wb
3758,Potato___Late_blight/image (803).JPG,22,22,regular
3759,Potato___Late_blight/image (803)_marked.JPG,31,22,seg_wb
3760,Potato___Late_blight/image (810).JPG,31,22,regular
3761,Potato___Late_blight/image (810)_marked.JPG,22,22,seg_wb
3762,Potato___Late_blight/image (817).JPG,22,22,regular
3763,Potato___Late_blight/image (817)_marked.JPG,4,22,seg_wb
3764,Potato___Late_blight/image (829).JPG,31,22,regular
3765,Potato___Late_blight/image (829)_marked.JPG,22,22,seg_wb
3766,Potato___Late_blight/image (830).JPG,31,22,regular
3767,Potato___Late_blight/image (830)_marked.JPG,4,22,seg_wb
3768,Potato___Late_blight/image (84).JPG,31,22,regular
3769,Potato___Late_blight/image (84)_marked.JPG,22,22,seg_wb
3770,Potato___Late_blight/image (852).JPG,22,22,regular
3771,Potato___Late_blight/image (852)_marked.JPG,31,22,seg_wb
3772,Potato___Late_blight/image (855).JPG,22,22,regular
3773,Potato___Late_blight/image (855)_marked.JPG,31,22,seg_wb
3774,Potato___Late_blight/image (858).JPG,22,22,regular
3775,Potato___Late_blight/image (858)_marked.JPG,31,22,seg_wb
3776,Potato___Late_blight/image (862).JPG,22,22,regular
3777,Potato___Late_blight/image (862)_marked.JPG,31,22,seg_wb
3778,Potato___Late_blight/image (869).JPG,22,22,regular
3779,Potato___Late_blight/image (869)_marked.JPG,25,22,seg_wb
3780,Potato___Late_blight/image (88).JPG,22,22,regular
3781,Potato___Late_blight/image (88)_marked.JPG,31,22,seg_wb
3782,Potato___Late_blight/image (888).JPG,22,22,regular
3783,Potato___Late_blight/image (888)_marked.JPG,25,22,seg_wb
3784,Potato___Late_blight/image (896).JPG,22,22,regular
3785,Potato___Late_blight/image (896)_marked.JPG,29,22,seg_wb
3786,Potato___Late_blight/image (899).JPG,0,22,regular
3787,Potato___Late_blight/image (899)_marked.JPG,22,22,seg_wb
3788,Potato___Late_blight/image (901).JPG,22,22,regular
3789,Potato___Late_blight/image (901)_marked.JPG,21,22,seg_wb
3790,Potato___Late_blight/image (920).JPG,22,22,regular
3791,Potato___Late_blight/image (920)_marked.JPG,31,22,seg_wb
3792,Potato___Late_blight/image (925).JPG,33,22,regular
3793,Potato___Late_blight/image (925)_marked.JPG,22,22,seg_wb
3794,Potato___Late_blight/image (927).JPG,22,22,regular
3795,Potato___Late_blight/image (927)_marked.JPG,31,22,seg_wb
3796,Potato___Late_blight/image (940).JPG,16,22,regular
3797,Potato___Late_blight/image (940)_marked.JPG,22,22,seg_wb
3798,Potato___Late_blight/image (95).JPG,22,22,regular
3799,Potato___Late_blight/image (95)_marked.JPG,23,22,seg_wb
3800,Potato___Late_blight/image (958).JPG,22,22,regular
3801,Potato___Late_blight/image (958)_marked.JPG,3,22,seg_wb
3802,Potato___Late_blight/image (96).JPG,22,22,regular
3803,Potato___Late_blight/image (96)_marked.JPG,31,22,seg_wb
3804,Potato___Late_blight/image (963).JPG,22,22,regular
3805,Potato___Late_blight/image (963)_marked.JPG,17,22,seg_wb
3806,Potato___Late_blight/image (973).JPG,22,22,regular
3807,Potato___Late_blight/image (973)_marked.JPG,21,22,seg_wb
3808,Potato___Late_blight/image (984).JPG,22,22,regular
3809,Potato___Late_blight/image (984)_marked.JPG,27,22,seg_wb
3810,Potato___Late_blight/image (985).JPG,0,22,regular
3811,Potato___Late_blight/image (985)_marked.JPG,22,22,seg_wb
3812,Potato___Late_blight/image (990).JPG,22,22,regular
3813,Potato___Late_blight/image (990)_marked.JPG,31,22,seg_wb
3814,Potato___Late_blight/image (994).JPG,22,22,regular
3815,Potato___Late_blight/image (994)_marked.JPG,3,22,seg_wb
3816,Potato___healthy/image (10).JPG,23,23,regular
3817,Potato___healthy/image (10)_marked.JPG,25,23,seg_wb
3818,Potato___healthy/image (102).JPG,22,23,regular
3819,Potato___healthy/image (102)_marked.JPG,23,23,seg_wb
3820,Potato___healthy/image (118).JPG,23,23,regular
3821,Potato___healthy/image (118)_marked.JPG,25,23,seg_wb
3822,Potato___healthy/image (128).JPG,22,23,regular
3823,Potato___healthy/image (128)_marked.JPG,23,23,seg_wb
3824,Potato___healthy/image (141).JPG,23,23,regular
3825,Potato___healthy/image (141)_marked.JPG,3,23,seg_wb
3826,Potato___healthy/image (142).JPG,22,23,regular
3827,Potato___healthy/image (142)_marked.JPG,23,23,seg_wb
3828,Potato___healthy/image (18).JPG,25,23,regular
3829,Potato___healthy/image (18)_marked.JPG,23,23,seg_wb
3830,Potato___healthy/image (19).JPG,37,23,regular
3831,Potato___healthy/image (19)_marked.JPG,23,23,seg_wb
3832,Potato___healthy/image (21).JPG,23,23,regular
3833,Potato___healthy/image (21)_marked.JPG,16,23,seg_wb
3834,Potato___healthy/image (24).JPG,23,23,regular
3835,Potato___healthy/image (24)_marked.JPG,24,23,seg_wb
3836,Potato___healthy/image (31).JPG,23,23,regular
3837,Potato___healthy/image (31)_marked.JPG,25,23,seg_wb
3838,Potato___healthy/image (4).JPG,23,23,regular
3839,Potato___healthy/image (4)_marked.JPG,15,23,seg_wb
3840,Potato___healthy/image (45).JPG,3,23,regular
3841,Potato___healthy/image (45)_marked.JPG,23,23,seg_wb
3842,Potato___healthy/image (51).JPG,7,23,regular
3843,Potato___healthy/image (51)_marked.JPG,23,23,seg_wb
3844,Potato___healthy/image (56).JPG,28,23,regular
3845,Potato___healthy/image (56)_marked.JPG,23,23,seg_wb
3846,Potato___healthy/image (57).JPG,23,23,regular
3847,Potato___healthy/image (57)_marked.JPG,25,23,seg_wb
3848,Potato___healthy/image (73).JPG,22,23,regular
3849,Potato___healthy/image (73)_marked.JPG,23,23,seg_wb
3850,Potato___healthy/image (80).JPG,16,23,regular
3851,Potato___healthy/image (80)_marked.JPG,23,23,seg_wb
3852,Potato___healthy/image (86).JPG,23,23,regular
3853,Potato___healthy/image (86)_marked.JPG,25,23,seg_wb
3854,Potato___healthy/image (97).JPG,35,23,regular
3855,Potato___healthy/image (97)_marked.JPG,23,23,seg_wb
3856,Raspberry___healthy/image (114).JPG,25,24,regular
3857,Raspberry___healthy/image (114)_marked.JPG,24,24,seg_wb
3858,Raspberry___healthy/image (123).JPG,12,24,regular
3859,Raspberry___healthy/image (123)_marked.JPG,24,24,seg_wb
3860,Raspberry___healthy/image (177).JPG,34,24,regular
3861,Raspberry___healthy/image (177)_marked.JPG,24,24,seg_wb
3862,Raspberry___healthy/image (18).JPG,24,24,regular
3863,Raspberry___healthy/image (18)_marked.JPG,17,24,seg_wb
3864,Raspberry___healthy/image (210).JPG,24,24,regular
3865,Raspberry___healthy/image (210)_marked.JPG,7,24,seg_wb
3866,Raspberry___healthy/image (215).JPG,24,24,regular
3867,Raspberry___healthy/image (215)_marked.JPG,36,24,seg_wb
3868,Raspberry___healthy/image (217).JPG,7,24,regular
3869,Raspberry___healthy/image (217)_marked.JPG,24,24,seg_wb
3870,Raspberry___healthy/image (225).JPG,24,24,regular
3871,Raspberry___healthy/image (225)_marked.JPG,28,24,seg_wb
3872,Raspberry___healthy/image (257).JPG,12,24,regular
3873,Raspberry___healthy/image (257)_marked.JPG,24,24,seg_wb
3874,Raspberry___healthy/image (266).JPG,24,24,regular
3875,Raspberry___healthy/image (266)_marked.JPG,22,24,seg_wb
3876,Raspberry___healthy/image (27).JPG,25,24,regular
3877,Raspberry___healthy/image (27)_marked.JPG,31,24,seg_wb
3878,Raspberry___healthy/image (28).JPG,7,24,regular
3879,Raspberry___healthy/image (28)_marked.JPG,28,24,seg_wb
3880,Raspberry___healthy/image (337).JPG,7,24,regular
3881,Raspberry___healthy/image (337)_marked.JPG,24,24,seg_wb
3882,Raspberry___healthy/image (356).JPG,24,24,regular
3883,Raspberry___healthy/image (356)_marked.JPG,22,24,seg_wb
3884,Raspberry___healthy/image (365).JPG,25,24,regular
3885,Raspberry___healthy/image (365)_marked.JPG,24,24,seg_wb
3886,Raspberry___healthy/image (42).JPG,7,24,regular
3887,Raspberry___healthy/image (42)_marked.JPG,24,24,seg_wb
3888,Raspberry___healthy/image (5).JPG,7,24,regular
3889,Raspberry___healthy/image (5)_marked.JPG,24,24,seg_wb
3890,Soybean___healthy/image (1021).JPG,3,25,regular
3891,Soybean___healthy/image (1021)_marked.JPG,25,25,seg_wb
3892,Soybean___healthy/image (1065).JPG,25,25,regular
3893,Soybean___healthy/image (1065)_marked.JPG,26,25,seg_wb
3894,Soybean___healthy/image (1088).JPG,5,25,regular
3895,Soybean___healthy/image (1088)_marked.JPG,25,25,seg_wb
3896,Soybean___healthy/image (1097).JPG,25,25,regular
3897,Soybean___healthy/image (1097)_marked.JPG,24,25,seg_wb
3898,Soybean___healthy/image (1205).JPG,3,25,regular
3899,Soybean___healthy/image (1205)_marked.JPG,25,25,seg_wb
3900,Soybean___healthy/image (1224).JPG,28,25,regular
3901,Soybean___healthy/image (1224)_marked.JPG,25,25,seg_wb
3902,Soybean___healthy/image (1236).JPG,25,25,regular
3903,Soybean___healthy/image (1236)_marked.JPG,3,25,seg_wb
